id,Age
74051,11.198102402933287
74052,11.198102402933287
74053,11.198102402933287
74054,11.198102402933287
74055,11.198102402933287
74056,11.198102402933287
74057,11.198102402933287
74058,11.198102402933287
74059,11.198102402933287
74060,11.198102402933287
74061,11.198102402933287
74062,11.198102402933287
74063,11.198102402933287
74064,11.198102402933287
74065,11.198102402933287
74066,11.198102402933287
74067,11.198102402933287
74068,11.198102402933287
74069,11.198102402933287
74070,11.198102402933287
74071,11.198102402933287
74072,11.198102402933287
74073,11.198102402933287
74074,11.198102402933287
74075,11.198102402933287
74076,11.198102402933287
74077,11.198102402933287
74078,11.198102402933287
74079,11.198102402933287
74080,11.198102402933287
74081,11.198102402933287
74082,11.198102402933287
74083,11.198102402933287
74084,11.198102402933287
74085,11.198102402933287
74086,11.198102402933287
74087,11.198102402933287
74088,11.198102402933287
74089,11.198102402933287
74090,11.198102402933287
74091,11.198102402933287
74092,11.198102402933287
74093,11.198102402933287
74094,11.198102402933287
74095,11.198102402933287
74096,11.198102402933287
74097,11.198102402933287
74098,11.198102402933287
74099,11.198102402933287
74100,11.198102402933287
74101,11.198102402933287
74102,11.198102402933287
74103,11.198102402933287
74104,11.198102402933287
74105,11.198102402933287
74106,11.198102402933287
74107,11.198102402933287
74108,11.198102402933287
74109,11.198102402933287
74110,11.198102402933287
74111,11.198102402933287
74112,11.198102402933287
74113,11.198102402933287
74114,11.198102402933287
74115,11.198102402933287
74116,11.198102402933287
74117,11.198102402933287
74118,11.198102402933287
74119,11.198102402933287
74120,11.198102402933287
74121,11.198102402933287
74122,11.198102402933287
74123,11.198102402933287
74124,11.198102402933287
74125,11.198102402933287
74126,11.198102402933287
74127,11.198102402933287
74128,11.198102402933287
74129,11.198102402933287
74130,11.198102402933287
74131,11.198102402933287
74132,11.198102402933287
74133,11.198102402933287
74134,11.198102402933287
74135,11.198102402933287
74136,11.198102402933287
74137,11.198102402933287
74138,11.198102402933287
74139,11.198102402933287
74140,11.198102402933287
74141,11.198102402933287
74142,11.198102402933287
74143,11.198102402933287
74144,11.198102402933287
74145,11.198102402933287
74146,11.198102402933287
74147,11.198102402933287
74148,11.198102402933287
74149,11.198102402933287
74150,11.198102402933287
74151,11.198102402933287
74152,11.198102402933287
74153,11.198102402933287
74154,11.198102402933287
74155,11.198102402933287
74156,11.198102402933287
74157,11.198102402933287
74158,11.198102402933287
74159,11.198102402933287
74160,11.198102402933287
74161,11.198102402933287
74162,11.198102402933287
74163,11.198102402933287
74164,11.198102402933287
74165,11.198102402933287
74166,11.198102402933287
74167,11.198102402933287
74168,11.198102402933287
74169,11.198102402933287
74170,11.198102402933287
74171,11.198102402933287
74172,11.198102402933287
74173,11.198102402933287
74174,11.198102402933287
74175,11.198102402933287
74176,11.198102402933287
74177,11.198102402933287
74178,11.198102402933287
74179,11.198102402933287
74180,11.198102402933287
74181,11.198102402933287
74182,11.198102402933287
74183,11.198102402933287
74184,11.198102402933287
74185,11.198102402933287
74186,11.198102402933287
74187,11.198102402933287
74188,11.198102402933287
74189,11.198102402933287
74190,11.198102402933287
74191,11.198102402933287
74192,11.198102402933287
74193,11.198102402933287
74194,11.198102402933287
74195,11.198102402933287
74196,11.198102402933287
74197,11.198102402933287
74198,11.198102402933287
74199,11.198102402933287
74200,11.198102402933287
74201,11.198102402933287
74202,11.198102402933287
74203,11.198102402933287
74204,11.198102402933287
74205,11.198102402933287
74206,11.198102402933287
74207,11.198102402933287
74208,11.198102402933287
74209,11.198102402933287
74210,11.198102402933287
74211,11.198102402933287
74212,11.198102402933287
74213,11.198102402933287
74214,11.198102402933287
74215,11.198102402933287
74216,11.198102402933287
74217,11.198102402933287
74218,11.198102402933287
74219,11.198102402933287
74220,11.198102402933287
74221,11.198102402933287
74222,11.198102402933287
74223,11.198102402933287
74224,11.198102402933287
74225,11.198102402933287
74226,11.198102402933287
74227,11.198102402933287
74228,11.198102402933287
74229,11.198102402933287
74230,11.198102402933287
74231,11.198102402933287
74232,11.198102402933287
74233,11.198102402933287
74234,11.198102402933287
74235,11.198102402933287
74236,11.198102402933287
74237,11.198102402933287
74238,11.198102402933287
74239,11.198102402933287
74240,11.198102402933287
74241,11.198102402933287
74242,11.198102402933287
74243,11.198102402933287
74244,11.198102402933287
74245,11.198102402933287
74246,11.198102402933287
74247,11.198102402933287
74248,11.198102402933287
74249,11.198102402933287
74250,11.198102402933287
74251,11.198102402933287
74252,11.198102402933287
74253,11.198102402933287
74254,11.198102402933287
74255,11.198102402933287
74256,11.198102402933287
74257,11.198102402933287
74258,11.198102402933287
74259,11.198102402933287
74260,11.198102402933287
74261,11.198102402933287
74262,11.198102402933287
74263,11.198102402933287
74264,11.198102402933287
74265,11.198102402933287
74266,11.198102402933287
74267,11.198102402933287
74268,11.198102402933287
74269,11.198102402933287
74270,11.198102402933287
74271,11.198102402933287
74272,11.198102402933287
74273,11.198102402933287
74274,11.198102402933287
74275,11.198102402933287
74276,11.198102402933287
74277,11.198102402933287
74278,11.198102402933287
74279,11.198102402933287
74280,11.198102402933287
74281,11.198102402933287
74282,11.198102402933287
74283,11.198102402933287
74284,11.198102402933287
