id,yield
15289,4332.638837247621
15290,5996.38793979974
15291,7266.302803145275
15292,4935.065303563704
15293,3750.1747832736737
15294,5021.536457294176
15295,7202.6654017959145
15296,6284.407591522461
15297,8402.945648076995
15298,4315.597845423736
15299,5855.185830487697
15300,5933.423538580622
15301,5595.73697694106
15302,5589.1113581716045
15303,5050.167431912221
15304,4945.025820401429
15305,4839.171758779134
15306,6349.785585355401
15307,5062.832319592215
15308,5769.187956531784
15309,6099.675713313614
15310,7580.948166912426
15311,5037.076011773651
15312,5292.651976012938
15313,6313.677131711731
15314,5162.771042719293
15315,4622.732837730855
15316,7933.280143795538
15317,5725.182683739395
15318,7868.953753419328
15319,8095.412772476597
15320,6978.40440079113
15321,6598.3930098490155
15322,2543.2577380516746
15323,5922.947069787639
15324,2641.805204013418
15325,7086.244683950499
15326,6157.1084974199985
15327,4261.937564863382
15328,7849.586437178383
15329,7645.2272999653505
15330,5261.178954709151
15331,5933.243970697417
15332,6801.722500249308
15333,6414.997196216086
15334,5581.8485043399405
15335,7956.954883119149
15336,4240.773891334988
15337,7636.362230109069
15338,6115.348155128518
15339,5436.974580315847
15340,6698.1659768852605
15341,5724.878432851759
15342,5262.209791790616
15343,6561.76256604148
15344,6075.909394157696
15345,4481.9895890731
15346,6077.497265039644
15347,6118.77740644603
15348,4849.648978979121
15349,6433.399814201293
15350,4741.413879516251
15351,6241.103407662484
15352,5940.34490079203
15353,6921.585073188549
15354,4429.519762326992
15355,4600.958340274026
15356,6032.264639028045
15357,6138.296727339934
15358,6981.941502143901
15359,5026.423099398475
15360,4420.045705086613
15361,5716.292941315681
15362,6016.340828491307
15363,6787.3141353943965
15364,5006.719587408782
15365,4488.492430212311
15366,4818.442334736172
15367,7647.420202154905
15368,5030.697793806126
15369,5926.919614096667
15370,6373.854509867612
15371,3368.1019063337662
15372,4934.4280392284745
15373,6174.235674743021
15374,5666.160745382288
15375,5579.252057701024
15376,5840.534442393686
15377,5725.491021275243
15378,4739.683298076735
15379,6083.442527444886
15380,7359.2841242200175
15381,6163.596215118872
15382,5952.2073765752
15383,7253.394559921646
15384,5279.459772401717
15385,4118.931886612515
15386,4317.226242349694
15387,4410.74227504292
