id,yield
15289,4325.766701178594
15290,6144.025979060874
15291,7276.271696876855
15292,5003.563415460712
15293,3695.478617980355
15294,4981.678209187048
15295,7243.691210183821
15296,6476.455248129984
15297,8402.017510425332
15298,4242.562107096202
15299,5891.345217817298
15300,5937.546534225776
15301,5548.891096896281
15302,5671.6039961679435
15303,5086.14546307152
15304,4886.4889128287505
15305,4882.7210069597095
15306,6337.771712166379
15307,5036.671886423889
15308,5844.371851843994
15309,6218.140523235034
15310,7592.368862785384
15311,4569.738491601791
15312,5190.399214606359
15313,6423.273744826885
15314,5142.765269215343
15315,4615.170430375596
15316,8000.053604158821
15317,5675.568668163565
15318,7861.2475732383045
15319,8159.824147469068
15320,7012.195273346465
15321,6632.4904858607115
15322,2723.1874512659565
15323,5924.5446842595575
15324,2642.985857856793
15325,7146.07660955501
15326,6210.509900295319
15327,4198.313381662996
15328,7837.749341108358
15329,7761.98203975266
15330,5176.380208254155
15331,5784.269212770168
15332,6901.783213666155
15333,6398.467000084385
15334,5621.971876985517
15335,8057.57929631094
15336,4182.791025758175
15337,7543.5202723208195
15338,6179.922127961149
15339,5536.06318813287
15340,6728.399388388368
15341,5743.601642455697
15342,5389.884516991657
15343,6741.336987912801
15344,6083.105879856718
15345,4489.4498398205515
15346,6132.109046582753
15347,6301.4395040574655
15348,4761.998491115997
15349,6532.218575901954
15350,4661.4017881695745
15351,6103.723365245421
15352,5873.988858540723
15353,6898.1561467124775
15354,4348.785912054624
15355,4521.87923311239
15356,6104.666887693078
15357,6193.9569328767575
15358,7015.195825827072
15359,5007.498852024568
15360,4485.89047284515
15361,5671.468339537659
15362,6019.783641203776
15363,6648.693811216084
15364,5131.157682505781
15365,4523.1331413034095
15366,4767.559742747361
15367,7698.4628624700945
15368,4958.210031877414
15369,5911.742865171153
15370,6447.594502452429
15371,3402.9429627575973
15372,4871.622096334768
15373,6221.306515848655
15374,5699.318870757764
15375,5508.723052274579
15376,5916.814782140642
15377,5687.78362423661
15378,4780.405895893493
15379,6054.1480410676895
15380,7376.990934898622
15381,6136.455297188212
15382,5935.681918709416
15383,7343.929551546045
15384,5211.139854212218
15385,4315.143055811348
15386,4388.969196903595
15387,4393.679940417762
15388,6800.315468004388
15389,6139.434814299765
15390,8352.467662102717
15391,6391.091656940842
15392,7261.268704548993
15393,5863.411654897092
15394,6074.623102236324
15395,5571.163028065964
15396,6932.1503809309825
15397,6899.53538612529
15398,5635.962932188689
15399,5612.922455769691
15400,4855.769479615985
15401,6182.799025177777
15402,6204.053374192126
15403,6127.403462509113
15404,7226.404874185135
15405,7567.817867639606
15406,8226.93129679998
15407,5732.662634013356
15408,7632.909256402078
15409,5890.982291089081
15410,5903.986510626488
15411,8294.266377496955
15412,6698.16809971435
15413,6760.237906705954
15414,5692.67884700577
15415,5978.549075440631
15416,6952.14538201714
15417,5769.049329284241
15418,7597.211301501486
15419,4407.919818487965
15420,4180.391274789887
15421,6332.3597442649425
15422,3713.1855200545047
15423,6690.57494940073
15424,6448.863682437905
15425,6985.649721619535
15426,3855.191934730779
15427,7614.760641557696
15428,6409.593428146076
15429,7407.938156724205
15430,6525.030575972939
15431,5299.951448278059
15432,5224.925719690988
15433,4761.391182076941
15434,8396.563727294104
15435,4015.8392657143195
15436,4730.531489318877
15437,5038.480459028443
15438,5508.580750273019
15439,7432.893588506828
15440,5475.316749212674
15441,6529.532067088587
15442,5427.300128860238
15443,4719.97770553414
15444,5785.793383234648
15445,3626.9017274938024
15446,6625.060118138413
15447,6612.116511769962
15448,7989.81607767606
15449,8179.92425489484
15450,7091.023697100878
15451,5320.003027572641
15452,4569.0064500804965
15453,7501.952171564515
15454,6543.2477668556485
15455,8303.030660480297
15456,6463.587890491421
15457,6366.080934409116
15458,5671.072591163069
15459,6210.104109093996
15460,5742.302407254348
15461,5124.045898493603
15462,5208.761608489243
15463,6753.739972548323
15464,6307.073823274394
15465,6720.0508470880895
15466,7329.176459318413
15467,7370.644234951695
15468,3515.405862467599
15469,2527.696711541834
15470,7460.2281282202875
15471,7372.767483438774
15472,6633.815105982092
15473,5268.880808620478
15474,6858.006384789334
15475,5201.612082376293
15476,5289.66973942567
15477,5688.674037079574
15478,4469.342337423751
15479,7374.943136747758
15480,6818.953683012773
15481,6508.5231943279905
15482,6385.73809976984
15483,6784.86700516688
15484,6340.037567795528
15485,7527.774545712058
15486,6199.982487897575
15487,7881.753499696618
15488,7157.228724740636
15489,5504.27392546838
15490,6222.275214692813
15491,6568.46917591586
15492,5244.072182944799
15493,7356.269882015347
15494,6397.893818963305
15495,6898.033587857205
15496,6953.748558356549
15497,4803.849199458999
15498,6718.047721623014
15499,6512.555673400675
15500,7491.107600292027
15501,5534.008393420854
15502,7666.513658766393
15503,7492.022069755886
15504,6806.689266957
15505,6210.270213871477
15506,4545.744192287566
15507,4715.051595905374
15508,6077.452450468517
15509,4046.240480274772
15510,5034.264603558684
15511,6172.858341510496
15512,5367.000381626352
15513,6750.134239464479
15514,7879.105618691832
15515,6709.430848336658
15516,5168.141922822684
15517,7742.11561745301
15518,7117.326605728058
15519,7119.711583925533
15520,5676.864266070213
15521,6514.872304666101
15522,6385.151891917302
15523,6604.040859634009
15524,7219.695296512236
15525,5241.951907326391
15526,5523.323010938524
15527,4515.928392463922
15528,4340.584958430445
15529,7472.3992765679695
15530,6581.388999532868
15531,6662.242089104369
15532,7199.499074554395
15533,4829.022215836482
15534,7978.963362806893
15535,4094.567630839324
15536,6558.889741960785
15537,5506.161084192483
15538,6694.92969941704
15539,7442.97864696929
15540,6181.199125848391
15541,6367.237895525448
15542,7170.09971184927
15543,7135.742761092753
15544,4674.214524857999
15545,4949.622267639992
15546,7560.892867213759
15547,5521.759003892148
15548,5979.834212143937
15549,7113.901423021416
15550,6680.220738860663
15551,7115.231370695153
15552,6420.714418847284
15553,4306.816260036887
15554,5561.898458797425
15555,6012.801864001136
15556,6786.517683970188
15557,7095.773113928139
15558,4131.953719771532
15559,5585.195239677947
15560,7799.4999554965925
15561,5526.770574032065
15562,7581.989118777825
15563,6731.4719004520175
15564,4443.757380678893
15565,6409.785681694663
15566,6714.1915860003355
15567,6576.692435198787
15568,3268.9472224041892
