id,yield
15289,24425.35251590875
15290,27658.787271703703
15291,29577.84846099466
15292,25452.888445773468
15293,23333.431499071696
15294,25296.00224295661
15295,29642.666634622496
15296,26804.98267795112
15297,32078.521983975625
15298,24414.816513641163
15299,27099.04807256414
15300,27126.941324976266
15301,26413.124426697716
15302,26929.803521263144
15303,25648.14648365161
15304,24683.093149215747
15305,24727.627271104
15306,27305.55077309689
15307,24696.1301662239
15308,26699.872886882215
15309,26680.9342436414
15310,30684.833494617655
15311,24198.28902134653
15312,25593.743303559553
15313,27947.372217023672
15314,25900.67577183251
15315,25224.902981180545
15316,31560.507982790114
15317,26754.298764012623
15318,31154.22536623996
15319,31709.16146432545
15320,29101.30281275451
15321,28463.42445828329
15322,21271.98435827675
15323,27127.11612829807
15324,21380.842490087423
15325,28346.402848008816
15326,27363.631087259637
15327,23971.887971271288
15328,31182.166894332862
15329,30672.751221565064
15330,24851.38045394412
15331,26872.09414099514
15332,29000.911083042934
15333,28331.463255764655
15334,26507.873617951365
15335,31483.120357775435
15336,23705.93114302025
15337,30816.92232901178
15338,25403.23558501769
15339,26445.752822116963
15340,28767.49555133631
15341,26933.32571438563
15342,25836.190980042556
15343,27758.948660527938
15344,27581.428830773235
15345,24501.733990204375
15346,27501.08656676772
15347,27412.382077881637
15348,23086.374676449457
15349,28192.716533662016
15350,25066.18363624422
15351,27935.987677225356
15352,27017.127355248194
15353,29046.035319236464
15354,24343.020524730207
15355,24787.347042280504
15356,28131.194251973917
15357,27896.01084944683
15358,29055.3964316075
15359,25522.050414763427
15360,24723.911605491958
15361,26866.281672304365
15362,26907.79710714864
15363,28741.881421996266
15364,25288.36221228003
15365,24664.100666621707
15366,24314.110827258497
15367,30510.118912094535
15368,25021.48271655832
15369,26531.78972181298
15370,27853.740899033495
15371,23518.682977978046
15372,24623.40799325859
15373,27780.980848962623
15374,26637.68016379975
15375,26367.02615607351
15376,26993.07115508095
15377,26907.580968111666
15378,25275.078616591476
15379,27500.142302393862
15380,30042.139261587217
15381,26683.920456305394
15382,26431.14000664826
15383,29714.766098955763
15384,25457.385668957046
15385,24039.84630524544
15386,24012.150306312928
15387,25274.90098427752
15388,28681.785246609048
15389,27747.163904410343
15390,32472.969220622967
15391,28185.192996544487
15392,29814.055240264723
15393,26559.579431348473
15394,27646.592426737232
15395,25629.08126338757
15396,27634.72701282006
15397,28840.735526166834
15398,25060.31065914531
15399,24734.18573382697
15400,25053.15223938252
15401,27734.895195912453
15402,27660.636295658333
15403,27143.191617331235
15404,29722.222337411826
15405,30659.112050449643
15406,32126.939009114496
15407,26907.218430792876
15408,30458.20833254888
15409,26329.870452106894
15410,27551.39631061854
15411,32262.453792911147
15412,28158.329190520046
15413,28206.49425628691
15414,26699.467660903116
15415,27241.65868889005
15416,29228.99703752214
15417,26879.558934499946
15418,30802.60933084038
15419,24742.649251347582
15420,23602.878677873116
15421,27790.211474160722
15422,23510.028756335138
15423,28267.23509581048
15424,28300.814720361093
15425,29233.87513926685
15426,23384.380939821982
15427,30250.874731228025
15428,28175.537015864087
15429,30059.02266014721
15430,29126.843796656103
15431,24796.18586979604
15432,25845.407426488033
15433,24041.807433292553
15434,32834.498471371444
15435,24252.18621839423
15436,25008.968524252297
15437,25824.353446588575
15438,25997.854561483684
15439,28402.236543166837
15440,25303.262538760617
15441,27384.739065851805
15442,26380.22858914826
15443,24573.016435495512
15444,25928.001603002245
15445,23307.596065354308
15446,28172.866026757118
15447,28348.66856349648
15448,31519.58444771124
15449,31884.50604495722
15450,30003.449325119116
15451,25553.600486830983
15452,24594.549034873264
15453,30233.892413052767
15454,26827.495048192526
15455,32248.273423801154
15456,26975.628776961814
15457,27418.854688171086
15458,26700.946417925705
15459,28110.53128683904
15460,26906.386369496213
15461,25885.864783736768
15462,25266.339594114368
15463,28636.945605591485
15464,28129.94622044271
15465,28735.224788633503
15466,29870.20764925921
15467,29817.490847840978
15468,22934.826415876683
15469,21245.11734104678
15470,30548.16074654542
15471,29646.229322391184
15472,29501.410494916992
15473,25600.151767414485
15474,28403.355024134566
15475,25346.1509724497
15476,25024.997369088152
15477,26931.04033344487
15478,24286.354064019062
15479,29282.980285291356
15480,26991.082816057104
15481,27993.092956813845
15482,29778.38760267586
15483,29035.269759120274
15484,27339.598902843827
15485,30663.17632937646
15486,27490.477549410723
15487,31023.633439354766
15488,28787.009054243834
15489,25611.756969055903
15490,28087.965627729878
15491,28018.727514608465
15492,24302.310425603828
15493,30015.453026400523
15494,28162.4702078216
15495,29247.290228565063
15496,28866.63570747585
15497,24488.46559325485
15498,28685.113339170683
15499,29117.60598561349
15500,30243.445172808315
15501,26426.70963703836
15502,30820.9952502213
15503,30047.025657262937
15504,27515.997383990994
15505,27967.357949960715
15506,24462.41089487241
15507,24716.508785210222
15508,28207.340050750798
15509,23593.03366564837
15510,25654.648542089737
15511,27184.219250351525
15512,26355.6940540664
15513,28475.380108953184
15514,31324.00544688689
15515,28033.46264717351
15516,25658.26744656585
15517,31501.620817604344
15518,29559.228155294688
15519,29447.61074437546
15520,26400.417823594362
15521,27976.075713484555
15522,28172.52083471525
15523,28630.03754998985
15524,29087.3722731834
15525,25180.589952393748
15526,25598.274226437563
15527,24743.678625502624
15528,24062.620219808974
15529,29928.748863484245
15530,27907.26594270861
15531,28277.74728440492
15532,29565.589639380014
15533,24568.307453857422
15534,31565.27578041017
15535,23557.395702012487
15536,26965.885379521416
15537,26639.40760144979
15538,28155.316878672907
15539,30663.93062809982
15540,27360.57723160417
15541,28198.50212806087
15542,29039.768778848156
15543,29536.840068376725
15544,25063.793519487677
15545,25274.72916328557
15546,30960.12983612054
15547,26456.97343388212
15548,27663.65803803574
15549,29025.159313651857
15550,28339.57413089375
15551,29746.14825519726
15552,28136.491299590452
15553,24648.250835689294
15554,26546.231859889267
15555,27515.365580660422
15556,28573.371095221613
15557,29038.318662696533
15558,23490.487810200313
15559,26528.945046634362
15560,31276.08353388848
15561,26566.283550995395
15562,30044.914728433607
15563,28461.658168812966
15564,24198.634396518377
15565,28333.07728625724
15566,30873.106211633836
15567,28146.78057628643
15568,22536.894524943826
15569,23378.530897368742
15570,24351.233046253074
15571,25326.60125292447
15572,23772.03647582417
15573,27124.304843165104
15574,27090.850193477912
15575,28104.064758685687
15576,23569.99544449253
15577,26698.441228252857
15578,28738.05024690908
15579,22039.482662121496
15580,30568.683730333098
15581,30334.95429428675
15582,29986.43225198426
15583,21887.507029042303
15584,25141.76329682245
15585,24075.99331667705
15586,28080.735842695023
15587,31266.901164495153
15588,27965.615370811764
15589,26459.435569770627
15590,25069.956797223662
15591,27655.51935152313
15592,31862.398035309096
15593,29562.449275925203
15594,28683.111694061423
15595,24715.060521222622
15596,24263.573182232758
15597,25747.895320128795
15598,25816.50706667309
15599,27115.1685518303
15600,27082.82444740474
15601,27078.4363192956
15602,30699.022295644194
15603,24285.22336023154
15604,28365.98430208469
15605,29987.770125000054
15606,30693.01578284114
15607,27070.330042088106
15608,28655.865692615465
15609,30019.2118153196
15610,28448.051934950963
15611,24293.36447105439
15612,24796.148019498483
15613,28102.384039462188
15614,24544.33314632022
15615,28069.283773626616
15616,27514.82313470071
15617,25359.659070777227
15618,27478.07633103289
15619,28777.66568835325
15620,25514.591621759493
15621,23847.38317157491
15622,24266.63760689074
15623,26550.037832210488
15624,25731.114363541754
15625,24007.46061557965
15626,29793.29007675549
15627,26453.329741483038
15628,25221.378035112764
